industry_code,industry_sub_code,code,is_main,desc
023,0062,7988,True,【工業用ファスナー首位】自動車・家電向けを中心に住宅関連にも展開。
023,0062,7970,True,【樹脂加工メーカー】信越化学工業の子会社。樹脂加工を担当。
023,0062,6961,True,【テレビ用レンズ】好採算の光拡散レンズは特許取得で市場独占。
023,0062,7958,True,【プラスチック製品総合メーカー】工業用と家庭用の2本柱。
023,0062,4228,True,【発泡樹脂大手】液晶や自動車向け材料など高付加価値品に力。
023,0062,4238,True,【半導体シリコンウエハー容器製造】300ミリ対応品で高シェア。
023,0062,4231,True,【ホース、自動車用部品大手】自動車用樹脂製品に強み。
023,0062,9845,True,【機械・化学品製造】自動車や機械など幅広い分野向けに展開。
023,0062,6776,True,【弱電向け】成形品、容器、金型が柱。不動産賃貸も。
023,0062,7888,True,【樹脂製部品の大手】情報通信・OA機器向けと自動車向けが柱。
023,0062,4242,True,【技術開発型】プラスチック部品の設計から製造加工を一貫受注。
023,0062,7927,True,【プラスチック成形品】デジタル家電用や車載機器用が主力。
023,0062,6400,True,【精密金型】自動車形品や医療機器向けが主力。成形品製造も。
023,0062,4247,True,【工業用樹脂ベルト】食品・鉄鋼業界向けが中心。
023,0062,7877,True,【樹脂製品】自動車用フロアマット主力。住宅建材も手掛ける。
023,0062,4243,True,【工業用プラスチック製品】精密部品、生産設備治具など製造。
023,0062,7928,True,【プラスチック成形・加工】電動工具や自動車部品向けが主力。
023,0062,7886,True,【プラスチック部品】OA機器や医療機器向け。中国にも拠点。
023,0063,5122,True,【コンドーム最大手】自動車部品も製造。Ｍ＆Ａテコに事業拡大。
023,0063,7856,True,【合成樹脂繊維の大手】土木建築向け樹脂シートが主力。産業機器も。
023,0063,4221,True,【フィルム加工】合成樹脂は付加価値品に注力。光学フィルムも。
023,0063,7940,True,【複合素材の加工会社】壁紙や防虫網、食品包材など幅広く展開。
023,0063,7899,True,【包装フィルム中堅】多層チューブフィルム強み。盛田エンタ傘下。
023,0064,4217,True,【樹脂加工メーカー】日立系。半導体・液晶関連材料に強み。
023,0064,4272,True,【火薬から多角化】医薬、自動車部材、染料、農薬など展開。
023,0064,4203,True,【電子材料大手】回路基板や半導体用封止材などに強み。
023,0064,4186,True,【半導体フォトレジスト首位】液晶材料、関連機器に展開。
023,0064,4401,True,【化学品と食品の2本柱】樹脂添加剤と業務用食油に特色。
023,0064,4626,True,【配線板用レジストインキが大半】世界トップ。海外売上高比率高い。
023,0064,7917,True,【軟包装材大手】食品、日用品向けが中心。電子材料にも展開。
023,0064,7915,True,【タッチパネル大手】樹脂の表面を加飾する産業資材や商業印刷も。
023,0064,4980,True,【接着材大手】スマホなど精密機器向けで高い世界シェアを誇る。
023,0064,4369,True,【半導体用化学薬品製造】低誘電率の絶縁膜材料で世界的シェア。
023,0064,4239,True,【偏光フィルム製造】日本化薬系。車載用途向け液晶部材に強み。
023,0064,5208,True,【電子材料製造】樹脂加工製品主体。ディスプレー材料など生産。
023,0064,7826,True,【工業用貴金属製造】白金を中心に希少貴金属を産業用に加工。
023,0064,4970,True,【感光性材料製造大手】化成品製造やロジスティックも。
023,0064,4082,True,【ジルコニウム化合剤大手】自動車触媒や燃料電池向けに強み。
023,0064,4100,True,【磁性粉末材料トップ】アナログ向け縮小でデジタル用にシフト。
023,0064,3878,True,【特殊紙に強み】多角化推進。化成品、電子材料中心に構造転換。
023,0064,7908,True,【特殊フィルムメーカー】液晶向け機能性フィルムが主力。
023,0064,4237,True,【光学フィルター大手】パネルディスプレー関連技術に強み。
023,0064,5217,True,【ジーエルサイエンス子会社】半導体製造装置用の部品が主力。
023,0064,4364,True,【臭素化合物最大手】プラスチック難燃剤と有機薬品が主力。
023,0064,4366,True,【感光性材料最大手】感光性材料、写真材料、医薬中間体が柱。
023,0064,6898,True,【フェライト主力】デジタル機器向け小型電子部品が中心。
023,0065,4577,True,【医薬品原料主力】後発医薬品向けが拡大。医薬品も製造。
023,0065,4113,True,【住友化学系】医農薬中間体に注力。接着剤や可塑剤も。
023,0065,4367,True,【住友化学系】医農薬中間体と多価アルコールが柱。
023,0066,4996,True,【農薬専業】化学合成農薬が主力。微生物農薬も製造。
023,0066,4985,True,【殺虫剤最大手】大塚製薬グループ。シェア約50%。家庭用品も。
023,0066,4997,True,【農薬大手】自社開発品比率高める。医薬・動物薬など事業領域拡大。
023,0066,4955,True,【農薬中堅】果樹や野菜の農家向けに全農を通さず販売。
023,0066,4998,True,【家庭用殺虫剤大手】園芸用品も手掛ける。アジアなど海外を強化。
023,0066,4992,True,【農薬大手】旧野村財閥系。樹脂素材などの非農薬分野も展開。
023,0066,4979,True,【農薬大手】殺虫剤・殺菌剤など。肥料や植物成長調整剤の開発も。
023,0066,4952,True,【農薬の開発や製造販売】化学系に強み。出光興産がTOBで7割取得。
023,0066,4120,True,【医・農薬中間物が主力】機能性中間物、界面活性剤も。
023,0067,7966,True,【粘着事業大手】日本製紙の関連会社。粘着紙・フィルムに強み。
023,0067,4956,True,【接着剤・シーリング材最大手】化成品を扱う商事部門も持つ。
023,0067,4218,True,【粘着テープ大手】セロテープブランド。医療用、産業用も。
023,0067,4987,True,【粘着テープ大手】梱包・包装用と電機・電子用が二本柱。
023,0067,4999,True,【接着剤大手】住宅や自動車など工業向けと一般消費者向けが中心。
023,0067,4972,True,【粘着剤大手】化成品が主力。液晶表示装置向けで高シェア。
023,0067,4957,True,【天然テルペン樹脂製造】国内シェア9割。誘導品応用技術に強み。
023,0070,4914,True,【香料最大手】欧米への展開強化。医薬中間体などケミカルにも注力。
023,0071,4031,True,【複合肥料が主力】物資販売や賃貸ビルなどに多角化。
023,0059,3553,True,【ビニールレザー大手】トヨタ向け中心に自動車内装材を販売。
023,0059,4235,True,【合皮製造・販売】家具、車両、手袋、衣料向け合皮が中心。
024,0081,4185,True,【ハイテク素材メーカー】技術力に定評。医療材料などの開発模索。
024,0081,4205,True,【合成ゴム大手】古河系化学会社の中核。耐油性特殊ゴム世界一。
024,0082,7240,True,【油封部品の最大手】電子関連分野など経営の多角化を進める。
024,0082,5191,True,【自動車用防振ゴム最大手】住友電工系。トヨタ向け比率高まる。
024,0082,5186,True,【伝動ベルト大手】自動車向けホースなども強い。半導体関連も。
024,0082,5192,True,【自動車用ベルトに強み】自動変速機用などの新製品開発に注力。
024,0082,5195,True,【伝動ベルト大手】自動車やOA機器関連に強み。化成品も。
024,0082,3355,True,【ゴム、樹脂製品が主力】産業機械などの部品用に強み。
024,0082,5185,True,【工業用ゴム製品製造】自動車ワイパーブレードは国内市場で独占。
024,0082,5121,True,【フジクラ系】工業用品、引布加工品が主力。ゴルフ用品も展開。
024,0082,5189,True,【ゴムホース大手】航空自衛隊、ボーイングなどの認定工場。
024,0082,5103,True,【ファイナンス強化】東南アジアでファイナンス事業拡大。
024,0082,5162,True,【彩色用ゴム】自動車機器類向けなど主力。医療用具向けも展開。
024,0082,5199,True,【コンドーム大手】緩衝器などの精密機械の製造に軸足。
024,0082,5104,True,【三菱樹脂のグループ会社】工業用ゴム製品と樹脂製品が2本柱。
025,0091,5201,True,【ガラス最大手】ガラス、電子部材、化学品の３本柱。バイオ分野の強化も。
025,0091,4044,True,【ガラス3位】業界シェア2割。利益の柱は化成品事業。
025,0091,5202,True,【自動車用最大手】英ピルキントン社買収。新興市場進出を強化。
025,0091,7746,True,【特殊加工ガラス製造】プロジェクター用反射鏡で国内トップ。
025,0092,5333,True,【碍子世界一】森村系。DPFなど環境に強み。半導体関連も。
025,0092,5344,True,【セラミック部品中堅】デジタル家電部品を製造。車載部品も。
025,0092,5331,True,【高級陶磁器、砥石トップ】森村グループ中核。焼成炉も製造。
025,0092,5363,True,【耐火物の大手】JFE系。技術力高く高級品に注力。輸出比率高い。
025,0092,5358,True,【耐火断熱材大手】品川リフラ系。セラミックファイバーで最大手。
025,0092,5367,True,【工業用セラミックス中堅】高付加価値品に強み。加熱装置も。
025,0093,5301,True,【電極首位】カーボンブラックも大手。海外で生産拠点を拡張中。
025,0093,5310,True,【等方性黒鉛大手】半導体製造用のるつぼが主力。原発関係向けも。
025,0093,5302,True,【電極大手】炭素繊維の用途多様化。航空宇宙向け新素材を開発。
025,0093,5304,True,【黒鉛電極大手】電炉・アルミ製錬向け主力。電池用の炭素原料も。
025,0094,5384,True,【半導体研磨材最大手】半導体・ハイテク分野に強み。溶射材も。
025,0094,6339,True,【鋳造機械大手】真空鋳造法に強み。メカトロ関連設備も拡大。
025,0094,5381,True,【微細研磨用製品】ウエハーやHDDの研磨材。ディスプレー薄膜も。
025,0094,5395,True,【研磨布紙大手】木工、ステンレス、皮革向けなどを多品種生産。
026,0101,5401,True,【粗鋼生産世界大手】国内の粗鋼シェア1位。大型株の代表的銘柄。
026,0101,5411,True,【鉄鋼2位】川崎製鉄とNKKが統合。鋼板の生産シェア高い。
026,0101,5406,True,【複合経営】鉄鋼、非鉄、機械が三本柱。IPPなど新分野にも進出。
026,0102,5444,True,【独立系電炉大手】H形鋼や溝形鋼が主体。日米韓タイに製造拠点。
026,0102,5423,True,【電炉大手】表面処理・冷延に進出。H形鋼、厚板など製品多様化。
026,0102,5440,True,【新日鉄住金系電炉】鉄筋用棒鋼首位。医療廃棄物処理など環境事業も。
026,0102,5449,True,【新日鉄住金系電炉の中核】山形鋼など一般形鋼で最大手。軽レールも。
026,0102,5410,True,【新日鉄住金系電炉の中核】H形鋼や線材が主力。異形棒鋼も。
026,0102,5408,True,【鉄鋼大手】新日鉄住金系。高炉から原料調達。電炉も活用。
